add,bath,bed,car,desc,features,headline,id,lat,lon,photo,postcode,price,street,suburb,type,url,url2,date,min_price,max_price
"10A Rubina  Street, Merrylands",3.0,4.0,1,"<b></b><br />A statement in low maintenance contemporary living, this beautiful architecturally designed duplex optimises space and natural light over a tastefully styled open plan flowing layout.

Showcasing a stylish kitchen, quality stainless steel ...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'SecureParking', 'Intercom', 'Bath']",ONE OF THE FINEST YOU WILL SEE,2017027842.0,-33.8343353,150.97406,https://bucket-api.domain.com.au/v1/bucket/image/2017027842_1_1_210525_013218-w3000-h2000,2160,CONTACT AGENT,Rubina  Street,MERRYLANDS,SemiDetached,https://www.domain.com.au/10a-rubina--street--merrylands-2160-2017027842,https://www.domain.com.au/10a-rubina-street-merrylands-nsw-2160-2017027842,2021-07-10,,
"95 The Trongate, Granville",2.0,3.0,2,"<b></b><br />The Phone Code for this property is: 64859. Please quote this number when phoning or texting.

Beautifully presented three bedroom home with tiled floors throughout. Situated on a easy care corner block with dual street access. 

Featu...","['AirConditioning', 'BuiltInWardrobes', 'Gas', 'SecureParking', 'Shed', 'FullyFenced']",Beautiful 3 Bedroom Family home on a Corner Block,2017023471.0,-33.8409538,151.012543,https://bucket-api.domain.com.au/v1/bucket/image/2017023471_1_1_210521_120125-w1920-h1440,2142,Just Listed,The Trongate,GRANVILLE,House,https://www.domain.com.au/95-the-trongate--granville-2142-2017023471,https://www.domain.com.au/95-the-trongate-granville-nsw-2142-2017023471,2021-07-10,,
"8/25 Tungarra Rd, Girraween",2.0,3.0,1,"<b></b><br />Though the environment has changed, delivering great results remains the same! Call or email today to arrange a private 1:1 viewing. We request you wear a mask and maintain 1.5 metre social distancing. Hand sanitizer will be available.

...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'Study', 'RainwaterStorageTank']","Girraween Public Catchment, low maintenance and quiet, family friendly location!",2017020095.0,-33.79711,150.948959,https://bucket-api.domain.com.au/v1/bucket/image/2017020095_1_1_210520_060026-w2400-h1599,2145,"$749,000",Tungarra Rd,GIRRAWEEN,Villa,https://www.domain.com.au/8-25-tungarra-rd--girraween-2145-2017020095,https://www.domain.com.au/8-25-tungarra-rd-girraween-nsw-2145-2017020095,2021-07-10,749000.0,749000.0
"31/16 Carson Street, Dundas Valley",2.0,3.0,2,<b></b><br />Step inside from your own private entrance to discover an impressive family home truly like no other! Bathed in natural light this contemporary property delivers epic proportions. The open plan living and dining areas flow seamlessly to th...,"['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'InternalLaundry', 'PetsAllowed', 'SecureParking', 'GroundFloor', 'Bath', 'Dishwasher', 'Study', 'FullyFenced', 'GardenCourtyard', 'BalconyDeck']",SOLD - Oversized townhouse offers perfect family home,2017019442.0,-33.7957764,151.063828,https://bucket-api.domain.com.au/v1/bucket/image/2017019442_1_1_210604_082638-w3913-h3899,2117,Contact Agent,Carson Street,DUNDAS VALLEY,Townhouse,https://www.domain.com.au/31-16-carson-street--dundas-valley-2117-2017019442,https://www.domain.com.au/31-16-carson-street-dundas-valley-nsw-2117-2017019442,2021-07-10,,
"6/95 Kissing Point Road, Dundas",3.0,3.0,2,"<b></b><br />Light, bright and well maintained throughout, this private townhouse presents a great opportunity for first home buyers, downsizers and investors alike. 

Set in a peaceful complex, the property features:
- 3 good size bedrooms (all with b...","['BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Bath']",Full Brick Family Home,2017018592.0,-33.8036537,151.037262,https://bucket-api.domain.com.au/v1/bucket/image/2017018592_1_1_210520_012955-w1500-h1000,2117,"Buyers Guide $899,990",Kissing Point Road,DUNDAS,Townhouse,https://www.domain.com.au/6-95-kissing-point-road--dundas-2117-2017018592,https://www.domain.com.au/6-95-kissing-point-road-dundas-nsw-2117-2017018592,2021-07-10,899990.0,899990.0
"11/27-29 Tungarra Road, Girraween",3.0,3.0,1,"<b></b><br />Brand new architecturally designed townhouse showcasing an enviable lifestyle set within a quiet, leafy street and only 5 minutes walk to both Girraween Selective High School and Girraween Public School. 

Features 

Bespoke designed kitch...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Gas', 'Dishwasher']",Brand New 3 Bedroom Townhouse- Available For Immediate Occupation,2017016050.0,-33.7969437,150.948853,https://bucket-api.domain.com.au/v1/bucket/image/2017016050_1_1_210519_043221-w1200-h800,2145,Contact Agent,Tungarra Road,GIRRAWEEN,Townhouse,https://www.domain.com.au/11-27-29-tungarra-road--girraween-2145-2017016050,https://www.domain.com.au/11-27-29-tungarra-road-girraween-nsw-2145-2017016050,2021-07-10,,
"141A Lackey Street, Merrylands",2.0,3.0,2,"<b></b><br />All the elements for family living are delivered in a comfortable lifestyle package with this quality Master built home. Set in a peaceful location, convenient and well maintained 3-bedroom brick home, open plan, double carport. Your priva...","['AirConditioning', 'BuiltInWardrobes', 'InternalLaundry', 'PetsAllowed', 'GroundFloor', 'BroadbandInternetAccess', 'Bath', 'Study', 'Shed', 'FullyFenced', 'GardenCourtyard']",Comfortable home with a perfectly quiet location,2017001855.0,-33.8453979,150.999039,https://bucket-api.domain.com.au/v1/bucket/image/2017001855_1_1_210517_115549-w1343-h889,2160,CONTACT AGENT,Lackey Street,MERRYLANDS,House,https://www.domain.com.au/141a-lackey-street--merrylands-2160-2017001855,https://www.domain.com.au/141a-lackey-street-merrylands-nsw-2160-2017001855,2021-07-10,,
"3/7 Wirralee Street, South Wentworthville",2.0,3.0,1,"<b></b><br />Positioned in a stylishly modern and beautifully maintained complex, here is a lovely three bedroom townhouse offering a clever and highly functional floor plan for the new owners. Boasting multi-zone ducted air-conditioning, high ceilings...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'Intercom']","MODERN, FRESH AND FUNCTIONAL",2017010900.0,-33.82366,150.967148,https://bucket-api.domain.com.au/v1/bucket/image/2017010900_1_1_210517_074309-w750-h499,2145,"Price Guide $695,000 - $725,000",Wirralee Street,SOUTH WENTWORTHVILLE,Townhouse,https://www.domain.com.au/3-7-wirralee-street--south-wentworthville-2145-2017010900,https://www.domain.com.au/3-7-wirralee-street-south-wentworthville-nsw-2145-2017010900,2021-07-10,695000.0,725000.0
"10B Rubina  Street, Merrylands",3.0,4.0,1,"<b></b><br />A statement in low maintenance contemporary living, this beautiful architecturally designed duplex optimises space and natural light over a tastefully styled open plan flowing layout.

Showcasing a stylish kitchen, quality stainless steel ...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'SecureParking', 'Bath', 'Heating']",STUNNING 4 BEDROOM DUPLEX,2017010854.0,-33.8343353,150.97406,https://bucket-api.domain.com.au/v1/bucket/image/2017010854_1_1_210517_073050-w3000-h2000,2160,"$750,000-$790,000",Rubina  Street,MERRYLANDS,SemiDetached,https://www.domain.com.au/10b-rubina--street--merrylands-2160-2017010854,https://www.domain.com.au/10b-rubina-street-merrylands-nsw-2160-2017010854,2021-07-10,,
"201/7 Maple Tree Road, Westmead",2.0,2.0,1,"<b></b><br />Highline, the first stage of Deicorp's landmark project Westmead Rise, sets a new standard of apartment living. This brilliantly conceived residential community offers you a home without peer, where you'll be part of a beautifully landscap...","['AirConditioning', 'InternalLaundry', 'SwimmingPool', 'Intercom', 'Study']",LIVE THE HIGH LIFE,2017010103.0,-33.8071671,150.985977,https://bucket-api.domain.com.au/v1/bucket/image/2013819812_1_1_210310_022409-w6000-h4000,2145,"$778,000",Maple Tree Road,WESTMEAD,NewApartments,https://www.domain.com.au/201-7-maple-tree-road--westmead-2145-2017010103,https://www.domain.com.au/201-7-maple-tree-road-westmead-nsw-2145-2017010103,2021-07-10,778000.0,778000.0
"202/7 Maple Tree Road, Westmead",2.0,2.0,1,"<b></b><br />Highline, the first stage of Deicorp's landmark project Westmead Rise, sets a new standard of apartment living. This brilliantly conceived residential community offers you a home without peer, where you'll be part of a beautifully landscap...","['AirConditioning', 'InternalLaundry', 'SwimmingPool', 'Intercom', 'Study']",LIVE THE HIGH LIFE,2017010072.0,-33.8071671,150.985977,https://bucket-api.domain.com.au/v1/bucket/image/2013822422_1_1_210310_022408-w5928-h3952,2145,"$831,000",Maple Tree Road,WESTMEAD,ApartmentUnitFlat,https://www.domain.com.au/202-7-maple-tree-road--westmead-2145-2017010072,https://www.domain.com.au/202-7-maple-tree-road-westmead-nsw-2145-2017010072,2021-07-10,831000.0,831000.0
"621/7 Maple Tree Road, Westmead",2.0,2.0,1,"<b></b><br />Highline, the first stage of Deicorp's landmark project Westmead Rise, sets a new standard of apartment living. This brilliantly conceived residential community offers you a home without peer, where you'll be part of a beautifully landscap...","['AirConditioning', 'InternalLaundry', 'SwimmingPool', 'Intercom', 'Study']",LIVE THE HIGH LIFE,2017009825.0,-33.8071671,150.985977,https://bucket-api.domain.com.au/v1/bucket/image/2013822422_1_1_210310_022408-w5928-h3952,2145,"$788,500",Maple Tree Road,WESTMEAD,ApartmentUnitFlat,https://www.domain.com.au/621-7-maple-tree-road--westmead-2145-2017009825,https://www.domain.com.au/621-7-maple-tree-road-westmead-nsw-2145-2017009825,2021-07-10,788500.0,788500.0
"136/40 Strathalbyn Drive, Oatlands",2.0,3.0,2,"<b></b><br />Finely positioned on one of Oatlands most prestigious tree-lined community is this quintessential family entertainer. This brick townhouse boasts a sleek indoor/outdoor layout with quality finishes. It is ideal for young executives, famili...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Floorboards', 'InternalLaundry', 'SecureParking', 'SwimmingPool', 'Intercom', 'Dishwasher', 'TennisCourt', 'GardenCourtyard', 'BalconyDeck']",Ultimate Family Townhouse In Prestigious Lifestyle Locale,2017001853.0,-33.7977371,151.015671,https://bucket-api.domain.com.au/v1/bucket/image/2017001853_1_1_210621_023748-w1600-h1068,2117,Contact Agent,Strathalbyn Drive,OATLANDS,Townhouse,https://www.domain.com.au/136-40-strathalbyn-drive--oatlands-2117-2017001853,https://www.domain.com.au/136-40-strathalbyn-drive-oatlands-nsw-2117-2017001853,2021-07-10,,
"1204/28 Cowper Street, Granville",2.0,2.0,1,"<b></b><br />A selection of residence offering a convenient lifestyle at Granville Place apartment. It is a boutique development of an oversized 2-bed apartment, located right next to Granville Station.

This 2 bedroom developed by Shokai and Tier 1 ...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'GroundFloor', 'CityViews', 'Gym', 'AlarmSystem', 'Intercom', 'BroadbandInternetAccess', 'Dishwasher', 'Study', 'BalconyDeck']",Brand New Luxury Large Size 2 Bedroom plus A Study for Sale,2017002585.0,-33.8324623,151.013611,https://bucket-api.domain.com.au/v1/bucket/image/2017002585_1_1_210513_011335-w820-h547,2142,Contact Agent for price,Cowper Street,GRANVILLE,ApartmentUnitFlat,https://www.domain.com.au/1204-28-cowper-street--granville-2142-2017002585,https://www.domain.com.au/1204-28-cowper-street-granville-nsw-2142-2017002585,2021-07-10,,
"3/9 Gray Street, Granville",2.0,3.0,2,<b></b><br />Conveniently located is this renovated 3 bedroom double brick townhouse. Situated in Granville's popular northern side and with easy access to M4 and Parramatta CBD. This property is ideal for first home buyers or a great investment opport...,"['BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Bath']",Renovated Townhouse  500m to Station,2016993260.0,-33.829525,151.014313,https://bucket-api.domain.com.au/v1/bucket/image/2016993260_10_1_210510_031250-w1920-h1280,2142,"$745,000",Gray Street,GRANVILLE,Townhouse,https://www.domain.com.au/3-9-gray-street--granville-2142-2016993260,https://www.domain.com.au/3-9-gray-street-granville-nsw-2142-2016993260,2021-07-10,745000.0,745000.0
"8/352-354 Merrylands Road, Merrylands",2.0,2.0,1,"<b></b><br />Boasting an exceptional layout with separate lounge, dining and family rooms, this two bedroom townhouse offers a comfortably private lifestyle for the new owners.  Featuring a quality gas kitchen with stainless steel appliances, air-condi...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking']",WONDERFUL FLOORPLAN,2016993025.0,-33.8348846,150.9802,https://bucket-api.domain.com.au/v1/bucket/image/2016993025_1_1_210510_021811-w750-h499,2160,"Price Guide $640,000 - $680,000",Merrylands Road,MERRYLANDS,Townhouse,https://www.domain.com.au/8-352-354-merrylands-road--merrylands-2160-2016993025,https://www.domain.com.au/8-352-354-merrylands-road-merrylands-nsw-2160-2016993025,2021-07-10,640000.0,680000.0
"808/12 East Street, Granville",2.0,3.0,1,"<b></b><br />Great city view apartment in north east corner position

Short walk to Granville railway station 

Close to local shops, cafe and restaurant

Easy access to A4 & M4 

Apartment features

- Spacious living area and dining room
- Stylish kit...","['AirConditioning', 'BuiltInWardrobes', 'CableOrSatellite', 'SecureParking', 'CityViews', 'Intercom', 'Heating', 'Dishwasher']",North East facing 3bed apartment,2016988746.0,-33.8334579,151.014175,https://bucket-api.domain.com.au/v1/bucket/image/2016988746_1_1_210506_123930-w1200-h800,2142,Contact Agent,East Street,GRANVILLE,ApartmentUnitFlat,https://www.domain.com.au/808-12-east-street--granville-2142-2016988746,https://www.domain.com.au/808-12-east-street-granville-nsw-2142-2016988746,2021-07-10,,
"28 Muttong Street, Pemulwuy",2.0,4.0,1,"<b></b><br />Beautifully presented in a stunning architectural design, here is an outstanding home that will satisfy even the most particular buyers looking for quality and function.

Set in a lovely quiet street just a few moments stroll to cafes, gym...","['BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Gas', 'SecureParking', 'Furnished', 'Gym', 'Study']",Investors Delight,2016986631.0,-33.8114,150.927963,https://bucket-api.domain.com.au/v1/bucket/image/2016986631_7_1_210506_032312-w1600-h1200,2145,"Price Guide | $869,000 - $899,000",Muttong Street,PEMULWUY,House,https://www.domain.com.au/28-muttong-street--pemulwuy-2145-2016986631,https://www.domain.com.au/28-muttong-street-pemulwuy-nsw-2145-2016986631,2021-07-10,869000.0,899000.0
"2/193a Dunmore Street, Wentworthville",2.0,3.0,2,"<b></b><br />**DAILY PRIVATE INSPECTIONS AVAILABLE**

Renovated Duplex in the heart of Wentworthville - No Strata Levies
This premium three-bedroom brick duplex has sun-drenched interiors with a large living and dining, a gas kitchen with a gorgeous la...","['BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'AlarmSystem', 'Intercom', 'Bath', 'Heating']",Renovated Duplex in the heart of Wentworthville,2016984520.0,-33.8052139,150.961487,https://bucket-api.domain.com.au/v1/bucket/image/2016984520_1_1_210622_060921-w6000-h4000,2145,"$820,000  -  $860,000",Dunmore Street,WENTWORTHVILLE,SemiDetached,https://www.domain.com.au/2-193a-dunmore-street--wentworthville-2145-2016984520,https://www.domain.com.au/2-193a-dunmore-street-wentworthville-nsw-2145-2016984520,2021-07-10,820000.0,860000.0
"6/20-22 Veron St, Wentworthville",2.0,2.0,1,"<b></b><br />- CALL TO BOOK YOUR 1 on 1 APPOINTMENT 
- FACE MASKS TO BE WORN

Bright, modern townhouse boasts open plan living and dining area with 2 good sized bedrooms, main with ensuite and separate lounge area upstairs. Conveniently located within ...","['Ensuite', 'Gas']",2 BEDROOM TOWNHOUSE - LOW STRATA,2016982896.0,-33.80932,150.978073,https://bucket-api.domain.com.au/v1/bucket/image/2016982896_1_1_210505_022447-w2000-h1500,2145,"$620,000 - $650,000",Veron St,WENTWORTHVILLE,Townhouse,https://www.domain.com.au/6-20-22-veron-st--wentworthville-2145-2016982896,https://www.domain.com.au/6-20-22-veron-st-wentworthville-nsw-2145-2016982896,2021-07-10,620000.0,650000.0
"7/61 Irrigation Road, South Wentworthville",3.0,4.0,2,"<b></b><br />Only five (5) years young, this 4 bedroom townhouse is beautifully positioned with low-maintenance living and featuring;

* 4 bedrooms with built-in robes
* Mixture of double brick & brick veneer construction
* Master bedroom with a deluxe...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Dishwasher']","""Sweet 4 Bedroom Townhouse""",2016978060.0,-33.8281937,150.963333,https://bucket-api.domain.com.au/v1/bucket/image/2016978060_1_1_210503_073032-w1200-h674,2145,"For Sale - Price Guide - $770,000 to $825,000",Irrigation Road,SOUTH WENTWORTHVILLE,Townhouse,https://www.domain.com.au/7-61-irrigation-road--south-wentworthville-2145-2016978060,https://www.domain.com.au/7-61-irrigation-road-south-wentworthville-nsw-2145-2016978060,2021-07-10,770000.0,825000.0
"2/31 Lower Mount Street, Wentworthville",2.0,3.0,2,"<b></b><br />Wish Real estate, seven hills is pleased to presents this gorgeous, well maintained 3-bedroom residence which you gladly call Home. Positioned in one of Wentworthville's best streets in this superb 3-bedroom duplex featuring main bedroom w...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Gas', 'InternalLaundry', 'SecureParking', 'FullyFenced']",Stunning duplex on a large block of land,2016977640.0,-33.79998,150.97197,https://bucket-api.domain.com.au/v1/bucket/image/2016977640_1_1_210503_055336-w3008-h2000,2145,"$795,000-$830,000",Lower Mount Street,WENTWORTHVILLE,Duplex,https://www.domain.com.au/2-31-lower-mount-street--wentworthville-2145-2016977640,https://www.domain.com.au/2-31-lower-mount-street-wentworthville-nsw-2145-2016977640,2021-07-10,,
"7/55 Tungarra Rd, Girraween",2.0,3.0,1,"<b></b><br />Landsby Place is an architect-designed and beautifully appointed villa home with secure care space set in a complex of just 8 Townhouses. 

Property is Now teanated
• Leased at $630pw  
• 12 Months Lease 
• Start date 2 July 2021

T...",[],Investors - LUXURY STUNNING VILLA,2016976372.0,-33.793457,150.94841,https://bucket-api.domain.com.au/v1/bucket/image/2016976372_1_1_210502_114801-w5616-h3744,2145,"Guide $780,000",Tungarra Rd,GIRRAWEEN,Townhouse,https://www.domain.com.au/7-55-tungarra-rd--girraween-2145-2016976372,https://www.domain.com.au/7-55-tungarra-rd-girraween-nsw-2145-2016976372,2021-07-10,780000.0,780000.0
Westmead,2.0,2.0,1,"<b></b><br />Your apartment has 2 bedrooms 2 bathrooms kitchen lounge 
dining room garage.  



DISCLAIMER

Please note that Plans, imagery, sizing and façade options may differ slightly between Plan options, where floor plan sizing differs. The...","['AirConditioning', 'SecureParking', 'AlarmSystem', 'BroadbandInternetAccess', 'SeparateDiningRoom', 'Dishwasher', 'FullyFenced', 'DoubleGlazedWindows', 'EnergyEfficientAppliances', 'WaterEfficientAppliances']",The great apartment,2016975648.0,-33.808567,150.986954,https://bucket-api.domain.com.au/v1/bucket/image/2016971097_1_1_210429_042150-w640-h523,2145,"$665,000",,WESTMEAD,ApartmentUnitFlat,https://www.domain.com.au/westmead-2145-2016975648,https://www.domain.com.au/westmead-nsw-2145-2016975648,2021-07-10,665000.0,665000.0
Westmead,3.0,3.0,2,"<b></b><br />Your new apartment has 3 bedrooms 3 bathrooms kitchen 
lounge dining room double garage.  



DISCLAIMER

Please note that Plans, imagery, sizing and façade options may differ slightly between Plan options, where floor plan sizing d...","['AirConditioning', 'Ensuite', 'SecureParking', 'BroadbandInternetAccess', 'SeparateDiningRoom', 'Dishwasher', 'FullyFenced', 'DoubleGlazedWindows', 'EnergyEfficientAppliances', 'WaterEfficientAppliances']",I am proud to show you this apartment,2016971507.0,-33.808567,150.986954,https://bucket-api.domain.com.au/v1/bucket/image/2016971097_1_1_210429_042150-w640-h523,2145,"$784,000",,WESTMEAD,ApartmentUnitFlat,https://www.domain.com.au/westmead-2145-2016971507,https://www.domain.com.au/westmead-nsw-2145-2016971507,2021-07-10,784000.0,784000.0
Westmead,2.0,2.0,1,"<b></b><br />Your new apartment has 2 bedrooms 2 bathrooms kitchen lounge dining room garage. 




DISCLAIMER

Please note that Plans, imagery, sizing and façade options may differ slightly between Plan options, where floor plan sizing differs. ...","['AirConditioning', 'Ensuite', 'SecureParking', 'BroadbandInternetAccess', 'SeparateDiningRoom', 'Dishwasher', 'FullyFenced', 'DoubleGlazedWindows', 'EnergyEfficientAppliances', 'WaterEfficientAppliances']",enjoy your new apartment,2016971314.0,-33.808567,150.986954,https://bucket-api.domain.com.au/v1/bucket/image/2016971097_1_1_210429_042150-w640-h523,2145,"$665,000",,WESTMEAD,ApartmentUnitFlat,https://www.domain.com.au/westmead-2145-2016971314,https://www.domain.com.au/westmead-nsw-2145-2016971314,2021-07-10,665000.0,665000.0
"7/102 Alfred Street, Rosehill",2.0,3.0,1,"<b></b><br />Presenting this peacefully positioned bright and 232sqm large town house is located in the small complex of only 8 townhouses. 

Comes with 3 spacious bedrooms, 2 bathrooms, 1 lockup garage. 

Spacious open plan living and dining, modern k...","['BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Gas', 'InternalLaundry', 'SecureParking']",232 sqm Full Brick Townhouse,2016963235.0,-33.8250465,151.015457,https://bucket-api.domain.com.au/v1/bucket/image/2016963235_1_1_210427_021733-w1800-h1200,2142,"$749,000",Alfred Street,ROSEHILL,Townhouse,https://www.domain.com.au/7-102-alfred-street--rosehill-2142-2016963235,https://www.domain.com.au/7-102-alfred-street-rosehill-nsw-2142-2016963235,2021-07-10,749000.0,749000.0
"26 Butler Road, Pemulwuy",2.0,4.0,1,"<b></b><br />ATTENTION: Inspections Cancelled

An immaculately presented home in a blue-chip location, this impressive residence offers an unrivalled lifestyle which includes a large open plan living and separate dining room. The indoor/outdoor floor p...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Furnished', 'Gym', 'SeparateDiningRoom', 'TennisCourt', 'SolarPanels']",Modern Appeal & Fantastic location,2016961789.0,-33.812088,150.93399,https://bucket-api.domain.com.au/v1/bucket/image/2016961789_1_1_210426_062118-w1579-h1048,2145,"Price Guide | $995,000 - $1,025,000",Butler Road,PEMULWUY,House,https://www.domain.com.au/26-butler-road--pemulwuy-2145-2016961789,https://www.domain.com.au/26-butler-road-pemulwuy-nsw-2145-2016961789,2021-07-10,995000.0,1025000.0
"3/41-45 South Street, Rydalmere",2.0,2.0,1,"<b></b><br />This complex in Rydalmere offers beauty in low density living of the area. Conveniently located close to the ferry wharf, Victoria Road bus services, University of Western Sydney's campus, and only minutes' drive to the Parramatta CBD.

...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'Bath', 'Dishwasher']",Unique and Convenient,2016956013.0,-33.8151855,151.04216,https://bucket-api.domain.com.au/v1/bucket/image/2016956013_1_1_210422_061723-w1920-h1280,2116,Just Listed,South Street,RYDALMERE,ApartmentUnitFlat,https://www.domain.com.au/3-41-45-south-street--rydalmere-2116-2016956013,https://www.domain.com.au/3-41-45-south-street-rydalmere-nsw-2116-2016956013,2021-07-10,,
"19& 21/33 Louis Street, Granville",2.0,3.0,2,"<b></b><br />With a peaceful sense of seclusion, nestled in leafy surrounds at the rear of the block, this generously proportioned garden residence is a private oasis with many designer finishes. Two(2) townhouses to choose from townhouse 19 and 21.

C...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Gas', 'InternalLaundry', 'Intercom', 'Dishwasher', 'FullyFenced']","""Huge Near New Townhouses Equivalent To A Duplex""",2016949460.0,-33.8407135,151.007645,https://bucket-api.domain.com.au/v1/bucket/image/2016949460_1_1_210420_073856-w1920-h1280,2142,"For Sale - Price Guide - $800,000 - $850,000 each",Louis Street,GRANVILLE,Townhouse,https://www.domain.com.au/19&-21-33-louis-street--granville-2142-2016949460,https://www.domain.com.au/19-21-33-louis-street-granville-nsw-2142-2016949460,2021-07-10,800000.0,850000.0
"1/117 John Street, Merrylands",2.0,4.0,2,"<b></b><br />Serene, with its own private entrance and stunning garden setting.

Spacious home with 4 bedrooms (main with ensuite), modern kitchen with stone bench tops and gas cooking, 2 fashionable bathrooms, open plan dining and lounge area, interna...","['Ensuite', 'Gas', 'InternalLaundry', 'SecureParking']",MAGICAL TOWNHOUSE,2016941237.0,-33.83809,151.001556,https://bucket-api.domain.com.au/v1/bucket/image/2016941237_1_1_210416_045749-w1800-h1200,2160,"Price Guide: $850,000-$900,000",John Street,MERRYLANDS,Townhouse,https://www.domain.com.au/1-117-john-street--merrylands-2160-2016941237,https://www.domain.com.au/1-117-john-street-merrylands-nsw-2160-2016941237,2021-07-10,,
Westmead,2.0,2.0,1,<b></b><br />The Monaco Apartments boasts smart and efficient living within a beautifully designed residential apartment building. It offers the perfect balance between quality city living and modern affordability. Surrounded by a number of recreationa...,[],Westmead Off the Plan Package,2016934368.0,-33.808567,150.986954,https://bucket-api.domain.com.au/v1/bucket/image/2016934368_1_1_210414_042642-w3300-h1965,2145,"$665,000",,WESTMEAD,ApartmentUnitFlat,https://www.domain.com.au/westmead-2145-2016934368,https://www.domain.com.au/westmead-nsw-2145-2016934368,2021-07-10,665000.0,665000.0
"20 Dressler Court, Merrylands",2.0,2.0,1,"<b></b><br />Welcome to The Mills


Now released - Building 4 ""ALTO""


This benchmark new development will transform the former historic flour milling estate into a new and revitalised residential precinct.


Everyday shopping. Essential convenience. 
...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Intercom', 'Dishwasher', 'Study']","New Release, Alto Apartments at The Mills, in Holroyd. Private or Video Inspections Only, book now.",2016185205.0,-33.83383,150.99527,https://bucket-api.domain.com.au/v1/bucket/image/2016185204_4_1_200326_105906-w1312-h915,2160,"$675,000 to $695,000",20 Dressler Court,MERRYLANDS,ApartmentUnitFlat,https://www.domain.com.au/20-dressler-court--merrylands-2160-2016185205,https://www.domain.com.au/20-dressler-court-merrylands-nsw-2160-2016185205,2021-07-10,675000.0,695000.0
"20 Dressler Court, Merrylands",2.0,3.0,2,"<b></b><br />Welcome to The Mills


Now released - Building 4 ""ALTO""


This benchmark new development will transform the former historic flour milling estate into a new and revitalised residential precinct.


Everyday shopping. Essential convenience. 
...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Intercom', 'Dishwasher', 'Study']","New Release, Alto Apartments at The Mills, in Holroyd. Private or Video Inspections Only, book now.",2016185206.0,-33.83383,150.99527,https://bucket-api.domain.com.au/v1/bucket/image/2016185204_3_1_200326_105906-w1200-h805,2160,"$820,000",20 Dressler Court,MERRYLANDS,ApartmentUnitFlat,https://www.domain.com.au/20-dressler-court--merrylands-2160-2016185206,https://www.domain.com.au/20-dressler-court-merrylands-nsw-2160-2016185206,2021-07-10,820000.0,820000.0
"201/3-5 Weston Street, Rosehill",2.0,3.0,2,"<b></b><br />The spacious 3 bedroom apartment provides the four elements that are integral to successful apartment living Location, quality, beautiful design and convenience.

. 2 Minutes walking to Rosehill train station and bus stop
. 4 Minutes wa...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'InternalLaundry', 'NorthFacing', 'AlarmSystem', 'BalconyDeck']",North Facing & 2 Car Spaces!!!Luxurious & Spacious Three Bedroom Apartment!!!,2016928514.0,-33.8226624,151.0209,https://bucket-api.domain.com.au/v1/bucket/image/2016928514_6_1_210412_062722-w2000-h1333,2142,"$750,000",Weston Street,ROSEHILL,ApartmentUnitFlat,https://www.domain.com.au/201-3-5-weston-street--rosehill-2142-2016928514,https://www.domain.com.au/201-3-5-weston-street-rosehill-nsw-2142-2016928514,2021-07-10,750000.0,750000.0
